feature,importance,importance_pct,cumulative_pct
cat__category_id_MLA61150,0.0,0.0,99.99999
cat__category_id_MLA61149,0.0,0.0,99.99999
cat__category_id_MLA61148,0.0,0.0,99.99999
cat__category_id_MLA61147,0.0,0.0,99.99999
cat__category_id_MLA61189,0.0,0.0,99.99999
cat__category_id_MLA61188,0.0,0.0,99.99999
cat__category_id_MLA61187,0.0,0.0,99.99999
cat__category_id_MLA61186,0.0,0.0,99.99999
cat__category_id_MLA61184,0.0,0.0,99.99999
cat__category_id_MLA61181,0.0,0.0,99.99999
cat__category_id_MLA61180,0.0,0.0,99.99999
cat__category_id_MLA61179,0.0,0.0,99.99999
cat__category_id_MLA61178,0.0,0.0,99.99999
cat__category_id_MLA61176,0.0,0.0,99.99999
cat__category_id_MLA61168,0.0,0.0,99.99999
cat__category_id_MLA61167,0.0,0.0,99.99999
cat__category_id_MLA61166,0.0,0.0,99.99999
cat__category_id_MLA61165,0.0,0.0,99.99999
cat__category_id_MLA61164,0.0,0.0,99.99999
cat__category_id_MLA61163,0.0,0.0,99.99999
cat__category_id_MLA61216,0.0,0.0,99.99999
cat__category_id_MLA61210,0.0,0.0,99.99999
cat__category_id_MLA6121,0.0,0.0,99.99999
cat__category_id_MLA61209,0.0,0.0,99.99999
cat__category_id_MLA61208,0.0,0.0,99.99999
cat__category_id_MLA61207,0.0,0.0,99.99999
cat__category_id_MLA61206,0.0,0.0,99.99999
cat__category_id_MLA61205,0.0,0.0,99.99999
cat__category_id_MLA61204,0.0,0.0,99.99999
cat__category_id_MLA61202,0.0,0.0,99.99999
cat__category_id_MLA61201,0.0,0.0,99.99999
cat__category_id_MLA6120,0.0,0.0,99.99999
cat__category_id_MLA61199,0.0,0.0,99.99999
cat__category_id_MLA61196,0.0,0.0,99.99999
cat__category_id_MLA61191,0.0,0.0,99.99999
cat__category_id_MLA61190,0.0,0.0,99.99999
cat__category_id_MLA61239,0.0,0.0,99.99999
cat__category_id_MLA61238,0.0,0.0,99.99999
cat__category_id_MLA61237,0.0,0.0,99.99999
cat__category_id_MLA61236,0.0,0.0,99.99999
cat__category_id_MLA61235,0.0,0.0,99.99999
cat__category_id_MLA61234,0.0,0.0,99.99999
cat__category_id_MLA61233,0.0,0.0,99.99999
cat__category_id_MLA61232,0.0,0.0,99.99999
cat__category_id_MLA61231,0.0,0.0,99.99999
cat__category_id_MLA61229,0.0,0.0,99.99999
cat__category_id_MLA61228,0.0,0.0,99.99999
cat__category_id_MLA61225,0.0,0.0,99.99999
cat__category_id_MLA61224,0.0,0.0,99.99999
cat__category_id_MLA61220,0.0,0.0,99.99999
cat__category_id_MLA61218,0.0,0.0,99.99999
cat__category_id_MLA61217,0.0,0.0,99.99999
cat__category_id_MLA61368,0.0,0.0,99.99999
cat__category_id_MLA61367,0.0,0.0,99.99999
cat__category_id_MLA61366,0.0,0.0,99.99999
cat__category_id_MLA61363,0.0,0.0,99.99999
cat__category_id_MLA6130,0.0,0.0,99.99999
cat__category_id_MLA61291,0.0,0.0,99.99999
cat__category_id_MLA6129,0.0,0.0,99.99999
cat__category_id_MLA6126,0.0,0.0,99.99999
cat__category_id_MLA61258,0.0,0.0,99.99999
cat__category_id_MLA61251,0.0,0.0,99.99999
cat__category_id_MLA61250,0.0,0.0,99.99999
cat__category_id_MLA6125,0.0,0.0,99.99999
cat__category_id_MLA61249,0.0,0.0,99.99999
cat__category_id_MLA61248,0.0,0.0,99.99999
cat__category_id_MLA61240,0.0,0.0,99.99999
cat__category_id_MLA6124,0.0,0.0,99.99999
cat__category_id_MLA61802,0.0,0.0,99.99999
cat__category_id_MLA6177,0.0,0.0,99.99999
cat__category_id_MLA61692,0.0,0.0,99.99999
cat__category_id_MLA6158,0.0,0.0,99.99999
cat__category_id_MLA6156,0.0,0.0,99.99999
cat__category_id_MLA61525,0.0,0.0,99.99999
cat__category_id_MLA61524,0.0,0.0,99.99999
cat__category_id_MLA61519,0.0,0.0,99.99999
cat__category_id_MLA61518,0.0,0.0,99.99999
cat__category_id_MLA61500,0.0,0.0,99.99999
cat__category_id_MLA61499,0.0,0.0,99.99999
cat__category_id_MLA61498,0.0,0.0,99.99999
cat__category_id_MLA61477,0.0,0.0,99.99999
cat__category_id_MLA6139,0.0,0.0,99.99999
cat__category_id_MLA61372,0.0,0.0,99.99999
cat__category_id_MLA61371,0.0,0.0,99.99999
cat__category_id_MLA62666,0.0,0.0,99.99999
cat__category_id_MLA62665,0.0,0.0,99.99999
cat__category_id_MLA62663,0.0,0.0,99.99999
cat__category_id_MLA62649,0.0,0.0,99.99999
cat__category_id_MLA62648,0.0,0.0,99.99999
cat__category_id_MLA62641,0.0,0.0,99.99999
cat__category_id_MLA62640,0.0,0.0,99.99999
cat__category_id_MLA62529,0.0,0.0,99.99999
cat__category_id_MLA62526,0.0,0.0,99.99999
cat__category_id_MLA62525,0.0,0.0,99.99999
cat__category_id_MLA62524,0.0,0.0,99.99999
cat__category_id_MLA62523,0.0,0.0,99.99999
cat__category_id_MLA62522,0.0,0.0,99.99999
cat__category_id_MLA6202,0.0,0.0,99.99999
cat__category_id_MLA61916,0.0,0.0,99.99999
cat__category_id_MLA6182,0.0,0.0,99.99999
cat__category_id_MLA6275,0.0,0.0,99.99999
cat__category_id_MLA62738,0.0,0.0,99.99999
cat__category_id_MLA62737,0.0,0.0,99.99999
cat__category_id_MLA62734,0.0,0.0,99.99999
cat__category_id_MLA62732,0.0,0.0,99.99999
cat__category_id_MLA62717,0.0,0.0,99.99999
cat__category_id_MLA62711,0.0,0.0,99.99999
cat__category_id_MLA62710,0.0,0.0,99.99999
cat__category_id_MLA62709,0.0,0.0,99.99999
cat__category_id_MLA62708,0.0,0.0,99.99999
cat__category_id_MLA62707,0.0,0.0,99.99999
cat__category_id_MLA62691,0.0,0.0,99.99999
cat__category_id_MLA6269,0.0,0.0,99.99999
cat__category_id_MLA62683,0.0,0.0,99.99999
cat__category_id_MLA62682,0.0,0.0,99.99999
cat__category_id_MLA62681,0.0,0.0,99.99999
cat__category_id_MLA62925,0.0,0.0,99.99999
cat__category_id_MLA62924,0.0,0.0,99.99999
cat__category_id_MLA62923,0.0,0.0,99.99999
cat__category_id_MLA62922,0.0,0.0,99.99999
cat__category_id_MLA62921,0.0,0.0,99.99999
cat__category_id_MLA62920,0.0,0.0,99.99999
cat__category_id_MLA62811,0.0,0.0,99.99999
cat__category_id_MLA62810,0.0,0.0,99.99999
cat__category_id_MLA62805,0.0,0.0,99.99999
cat__category_id_MLA62790,0.0,0.0,99.99999
cat__category_id_MLA6279,0.0,0.0,99.99999
cat__category_id_MLA62781,0.0,0.0,99.99999
cat__category_id_MLA62780,0.0,0.0,99.99999
cat__category_id_MLA62763,0.0,0.0,99.99999
cat__category_id_MLA62761,0.0,0.0,99.99999
cat__category_id_MLA6276,0.0,0.0,99.99999
cat__category_id_MLA62963,0.0,0.0,99.99999
cat__category_id_MLA62961,0.0,0.0,99.99999
cat__category_id_MLA62959,0.0,0.0,99.99999
cat__category_id_MLA62958,0.0,0.0,99.99999
cat__category_id_MLA62957,0.0,0.0,99.99999
cat__category_id_MLA62955,0.0,0.0,99.99999
cat__category_id_MLA62954,0.0,0.0,99.99999
cat__category_id_MLA62950,0.0,0.0,99.99999
cat__category_id_MLA62942,0.0,0.0,99.99999
cat__category_id_MLA62941,0.0,0.0,99.99999
cat__category_id_MLA62937,0.0,0.0,99.99999
cat__category_id_MLA62936,0.0,0.0,99.99999
cat__category_id_MLA62935,0.0,0.0,99.99999
cat__category_id_MLA62934,0.0,0.0,99.99999
cat__category_id_MLA62933,0.0,0.0,99.99999
cat__category_id_MLA62928,0.0,0.0,99.99999
cat__category_id_MLA63187,0.0,0.0,99.99999
cat__category_id_MLA63184,0.0,0.0,99.99999
cat__category_id_MLA63179,0.0,0.0,99.99999
cat__category_id_MLA63178,0.0,0.0,99.99999
cat__category_id_MLA6317,0.0,0.0,99.99999
cat__category_id_MLA63151,0.0,0.0,99.99999
cat__category_id_MLA6315,0.0,0.0,99.99999
cat__category_id_MLA63149,0.0,0.0,99.99999
cat__category_id_MLA63146,0.0,0.0,99.99999
cat__category_id_MLA63144,0.0,0.0,99.99999
cat__category_id_MLA63115,0.0,0.0,99.99999
cat__category_id_MLA63088,0.0,0.0,99.99999
cat__category_id_MLA62986,0.0,0.0,99.99999
cat__category_id_MLA62985,0.0,0.0,99.99999
cat__category_id_MLA62980,0.0,0.0,99.99999
cat__category_id_MLA62973,0.0,0.0,99.99999
cat__category_id_MLA63875,0.0,0.0,99.99999
cat__category_id_MLA6378,0.0,0.0,99.99999
cat__category_id_MLA6377,0.0,0.0,99.99999
cat__category_id_MLA6376,0.0,0.0,99.99999
cat__category_id_MLA6375,0.0,0.0,99.99999
cat__category_id_MLA63421,0.0,0.0,99.99999
cat__category_id_MLA6331,0.0,0.0,99.99999
cat__category_id_MLA63274,0.0,0.0,99.99999
cat__category_id_MLA63272,0.0,0.0,99.99999
cat__category_id_MLA6327,0.0,0.0,99.99999
cat__category_id_MLA6326,0.0,0.0,99.99999
cat__category_id_MLA6325,0.0,0.0,99.99999
cat__category_id_MLA6324,0.0,0.0,99.99999
cat__category_id_MLA6323,0.0,0.0,99.99999
cat__category_id_MLA6322,0.0,0.0,99.99999
cat__category_id_MLA6321,0.0,0.0,99.99999
cat__category_id_MLA64160,0.0,0.0,99.99999
cat__category_id_MLA6414,0.0,0.0,99.99999
cat__category_id_MLA6413,0.0,0.0,99.99999
cat__category_id_MLA64118,0.0,0.0,99.99999
cat__category_id_MLA64117,0.0,0.0,99.99999
cat__category_id_MLA64109,0.0,0.0,99.99999
cat__category_id_MLA64105,0.0,0.0,99.99999
cat__category_id_MLA64103,0.0,0.0,99.99999
cat__category_id_MLA64093,0.0,0.0,99.99999
cat__category_id_MLA64086,0.0,0.0,99.99999
cat__category_id_MLA64070,0.0,0.0,99.99999
cat__category_id_MLA63992,0.0,0.0,99.99999
cat__category_id_MLA63990,0.0,0.0,99.99999
cat__category_id_MLA6396,0.0,0.0,99.99999
cat__category_id_MLA6395,0.0,0.0,99.99999
cat__category_id_MLA63882,0.0,0.0,99.99999
cat__category_id_MLA64217,0.0,0.0,99.99999
cat__category_id_MLA64215,0.0,0.0,99.99999
cat__category_id_MLA64214,0.0,0.0,99.99999
cat__category_id_MLA64211,0.0,0.0,99.99999
cat__category_id_MLA64200,0.0,0.0,99.99999
cat__category_id_MLA64199,0.0,0.0,99.99999
cat__category_id_MLA64198,0.0,0.0,99.99999
cat__category_id_MLA64197,0.0,0.0,99.99999
cat__category_id_MLA64194,0.0,0.0,99.99999
cat__category_id_MLA64193,0.0,0.0,99.99999
cat__category_id_MLA64167,0.0,0.0,99.99999
cat__category_id_MLA64165,0.0,0.0,99.99999
cat__category_id_MLA64164,0.0,0.0,99.99999
cat__category_id_MLA64163,0.0,0.0,99.99999
cat__category_id_MLA64162,0.0,0.0,99.99999
cat__category_id_MLA64161,0.0,0.0,99.99999
cat__category_id_MLA64297,0.0,0.0,99.99999
cat__category_id_MLA64296,0.0,0.0,99.99999
cat__category_id_MLA6429,0.0,0.0,99.99999
cat__category_id_MLA64280,0.0,0.0,99.99999
cat__category_id_MLA6428,0.0,0.0,99.99999
cat__category_id_MLA64279,0.0,0.0,99.99999
cat__category_id_MLA64262,0.0,0.0,99.99999
cat__category_id_MLA64260,0.0,0.0,99.99999
cat__category_id_MLA6425,0.0,0.0,99.99999
cat__category_id_MLA64248,0.0,0.0,99.99999
cat__category_id_MLA64245,0.0,0.0,99.99999
cat__category_id_MLA6424,0.0,0.0,99.99999
cat__category_id_MLA6423,0.0,0.0,99.99999
cat__category_id_MLA64222,0.0,0.0,99.99999
cat__category_id_MLA64220,0.0,0.0,99.99999
cat__category_id_MLA64218,0.0,0.0,99.99999
cat__category_id_MLA6439,0.0,0.0,99.99999
cat__category_id_MLA64333,0.0,0.0,99.99999
cat__category_id_MLA64332,0.0,0.0,99.99999
cat__category_id_MLA64330,0.0,0.0,99.99999
cat__category_id_MLA64328,0.0,0.0,99.99999
cat__category_id_MLA64319,0.0,0.0,99.99999
cat__category_id_MLA64318,0.0,0.0,99.99999
cat__category_id_MLA64316,0.0,0.0,99.99999
cat__category_id_MLA64315,0.0,0.0,99.99999
cat__category_id_MLA64310,0.0,0.0,99.99999
cat__category_id_MLA64303,0.0,0.0,99.99999
cat__category_id_MLA64302,0.0,0.0,99.99999
cat__category_id_MLA64301,0.0,0.0,99.99999
cat__category_id_MLA64300,0.0,0.0,99.99999
cat__category_id_MLA64299,0.0,0.0,99.99999
cat__category_id_MLA64298,0.0,0.0,99.99999
cat__category_id_MLA64555,0.0,0.0,99.99999
cat__category_id_MLA64554,0.0,0.0,99.99999
cat__category_id_MLA64553,0.0,0.0,99.99999
cat__category_id_MLA6455,0.0,0.0,99.99999
cat__category_id_MLA6453,0.0,0.0,99.99999
cat__category_id_MLA6452,0.0,0.0,99.99999
cat__category_id_MLA6449,0.0,0.0,99.99999
cat__category_id_MLA6447,0.0,0.0,99.99999
cat__category_id_MLA6446,0.0,0.0,99.99999
cat__category_id_MLA6445,0.0,0.0,99.99999
cat__category_id_MLA64444,0.0,0.0,99.99999
cat__category_id_MLA64443,0.0,0.0,99.99999
cat__category_id_MLA64442,0.0,0.0,99.99999
cat__category_id_MLA6444,0.0,0.0,99.99999
cat__category_id_MLA6442,0.0,0.0,99.99999
cat__category_id_MLA6440,0.0,0.0,99.99999
cat__category_id_MLA64658,0.0,0.0,99.99999
cat__category_id_MLA64657,0.0,0.0,99.99999
cat__category_id_MLA64655,0.0,0.0,99.99999
cat__category_id_MLA64654,0.0,0.0,99.99999
cat__category_id_MLA64653,0.0,0.0,99.99999
cat__category_id_MLA64652,0.0,0.0,99.99999
cat__category_id_MLA64582,0.0,0.0,99.99999
cat__category_id_MLA64581,0.0,0.0,99.99999
cat__category_id_MLA64579,0.0,0.0,99.99999
cat__category_id_MLA64578,0.0,0.0,99.99999
cat__category_id_MLA64577,0.0,0.0,99.99999
cat__category_id_MLA6457,0.0,0.0,99.99999
cat__category_id_MLA64566,0.0,0.0,99.99999
cat__category_id_MLA6456,0.0,0.0,99.99999
cat__category_id_MLA64559,0.0,0.0,99.99999
cat__category_id_MLA64557,0.0,0.0,99.99999
cat__category_id_MLA64748,0.0,0.0,99.99999
cat__category_id_MLA64739,0.0,0.0,99.99999
cat__category_id_MLA64738,0.0,0.0,99.99999
cat__category_id_MLA64737,0.0,0.0,99.99999
cat__category_id_MLA64733,0.0,0.0,99.99999
cat__category_id_MLA64732,0.0,0.0,99.99999
cat__category_id_MLA64705,0.0,0.0,99.99999
cat__category_id_MLA64698,0.0,0.0,99.99999
cat__category_id_MLA64696,0.0,0.0,99.99999
cat__category_id_MLA64691,0.0,0.0,99.99999
cat__category_id_MLA64673,0.0,0.0,99.99999
cat__category_id_MLA64672,0.0,0.0,99.99999
cat__category_id_MLA64664,0.0,0.0,99.99999
cat__category_id_MLA64663,0.0,0.0,99.99999
cat__category_id_MLA64662,0.0,0.0,99.99999
cat__category_id_MLA64661,0.0,0.0,99.99999
cat__category_id_MLA65223,0.0,0.0,99.99999
cat__category_id_MLA65216,0.0,0.0,99.99999
cat__category_id_MLA65215,0.0,0.0,99.99999
cat__category_id_MLA65205,0.0,0.0,99.99999
cat__category_id_MLA65200,0.0,0.0,99.99999
cat__category_id_MLA65199,0.0,0.0,99.99999
cat__category_id_MLA65185,0.0,0.0,99.99999
cat__category_id_MLA65183,0.0,0.0,99.99999
cat__category_id_MLA65181,0.0,0.0,99.99999
cat__category_id_MLA6514,0.0,0.0,99.99999
cat__category_id_MLA6502,0.0,0.0,99.99999
cat__category_id_MLA6500,0.0,0.0,99.99999
cat__category_id_MLA6498,0.0,0.0,99.99999
cat__category_id_MLA6497,0.0,0.0,99.99999
cat__category_id_MLA64751,0.0,0.0,99.99999
cat__category_id_MLA64749,0.0,0.0,99.99999
cat__category_id_MLA6559,0.0,0.0,99.99999
cat__category_id_MLA6557,0.0,0.0,99.99999
cat__category_id_MLA6555,0.0,0.0,99.99999
cat__category_id_MLA65482,0.0,0.0,99.99999
cat__category_id_MLA65472,0.0,0.0,99.99999
cat__category_id_MLA6547,0.0,0.0,99.99999
cat__category_id_MLA65456,0.0,0.0,99.99999
cat__category_id_MLA65443,0.0,0.0,99.99999
cat__category_id_MLA65442,0.0,0.0,99.99999
cat__category_id_MLA6536,0.0,0.0,99.99999
cat__category_id_MLA65313,0.0,0.0,99.99999
cat__category_id_MLA65294,0.0,0.0,99.99999
cat__category_id_MLA6529,0.0,0.0,99.99999
cat__category_id_MLA6526,0.0,0.0,99.99999
cat__category_id_MLA65235,0.0,0.0,99.99999
cat__category_id_MLA6523,0.0,0.0,99.99999
cat__category_id_MLA65811,0.0,0.0,99.99999
cat__category_id_MLA65810,0.0,0.0,99.99999
cat__category_id_MLA65802,0.0,0.0,99.99999
cat__category_id_MLA65800,0.0,0.0,99.99999
cat__category_id_MLA65799,0.0,0.0,99.99999
cat__category_id_MLA65798,0.0,0.0,99.99999
cat__category_id_MLA65796,0.0,0.0,99.99999
cat__category_id_MLA65795,0.0,0.0,99.99999
cat__category_id_MLA65794,0.0,0.0,99.99999
cat__category_id_MLA6575,0.0,0.0,99.99999
cat__category_id_MLA65741,0.0,0.0,99.99999
cat__category_id_MLA65739,0.0,0.0,99.99999
cat__category_id_MLA6569,0.0,0.0,99.99999
cat__category_id_MLA6565,0.0,0.0,99.99999
cat__category_id_MLA6561,0.0,0.0,99.99999
cat__category_id_MLA65597,0.0,0.0,99.99999
cat__category_id_MLA65838,0.0,0.0,99.99999
cat__category_id_MLA65837,0.0,0.0,99.99999
cat__category_id_MLA65836,0.0,0.0,99.99999
cat__category_id_MLA65831,0.0,0.0,99.99999
cat__category_id_MLA65830,0.0,0.0,99.99999
cat__category_id_MLA65826,0.0,0.0,99.99999
cat__category_id_MLA65822,0.0,0.0,99.99999
cat__category_id_MLA65821,0.0,0.0,99.99999
cat__category_id_MLA65820,0.0,0.0,99.99999
cat__category_id_MLA65819,0.0,0.0,99.99999
cat__category_id_MLA65818,0.0,0.0,99.99999
cat__category_id_MLA65817,0.0,0.0,99.99999
cat__category_id_MLA65816,0.0,0.0,99.99999
cat__category_id_MLA65815,0.0,0.0,99.99999
cat__category_id_MLA65814,0.0,0.0,99.99999
cat__category_id_MLA65812,0.0,0.0,99.99999
cat__category_id_MLA65862,0.0,0.0,99.99999
cat__category_id_MLA65861,0.0,0.0,99.99999
cat__category_id_MLA65860,0.0,0.0,99.99999
cat__category_id_MLA65856,0.0,0.0,99.99999
cat__category_id_MLA65855,0.0,0.0,99.99999
cat__category_id_MLA65852,0.0,0.0,99.99999
cat__category_id_MLA65851,0.0,0.0,99.99999
cat__category_id_MLA65850,0.0,0.0,99.99999
cat__category_id_MLA65849,0.0,0.0,99.99999
cat__category_id_MLA65847,0.0,0.0,99.99999
cat__category_id_MLA65846,0.0,0.0,99.99999
cat__category_id_MLA65845,0.0,0.0,99.99999
cat__category_id_MLA65844,0.0,0.0,99.99999
cat__category_id_MLA65843,0.0,0.0,99.99999
cat__category_id_MLA65842,0.0,0.0,99.99999
cat__category_id_MLA65841,0.0,0.0,99.99999
cat__category_id_MLA6620,0.0,0.0,99.99999
cat__category_id_MLA66153,0.0,0.0,99.99999
cat__category_id_MLA66152,0.0,0.0,99.99999
cat__category_id_MLA66139,0.0,0.0,99.99999
cat__category_id_MLA6613,0.0,0.0,99.99999
cat__category_id_MLA66118,0.0,0.0,99.99999
cat__category_id_MLA6610,0.0,0.0,99.99999
cat__category_id_MLA6609,0.0,0.0,99.99999
cat__category_id_MLA6608,0.0,0.0,99.99999
cat__category_id_MLA6607,0.0,0.0,99.99999
cat__category_id_MLA6606,0.0,0.0,99.99999
cat__category_id_MLA6605,0.0,0.0,99.99999
cat__category_id_MLA6602,0.0,0.0,99.99999
cat__category_id_MLA6594,0.0,0.0,99.99999
cat__category_id_MLA65865,0.0,0.0,99.99999
cat__category_id_MLA65864,0.0,0.0,99.99999
cat__category_id_MLA66245,0.0,0.0,99.99999
cat__category_id_MLA66239,0.0,0.0,99.99999
cat__category_id_MLA66238,0.0,0.0,99.99999
cat__category_id_MLA66237,0.0,0.0,99.99999
cat__category_id_MLA66232,0.0,0.0,99.99999
cat__category_id_MLA66230,0.0,0.0,99.99999
cat__category_id_MLA66229,0.0,0.0,99.99999
cat__category_id_MLA66228,0.0,0.0,99.99999
cat__category_id_MLA66226,0.0,0.0,99.99999
cat__category_id_MLA66225,0.0,0.0,99.99999
cat__category_id_MLA66224,0.0,0.0,99.99999
cat__category_id_MLA66223,0.0,0.0,99.99999
cat__category_id_MLA66221,0.0,0.0,99.99999
cat__category_id_MLA6622,0.0,0.0,99.99999
cat__category_id_MLA66217,0.0,0.0,99.99999
cat__category_id_MLA66216,0.0,0.0,99.99999
cat__category_id_MLA66271,0.0,0.0,99.99999
cat__category_id_MLA66270,0.0,0.0,99.99999
cat__category_id_MLA6627,0.0,0.0,99.99999
cat__category_id_MLA66269,0.0,0.0,99.99999
cat__category_id_MLA66268,0.0,0.0,99.99999
cat__category_id_MLA66265,0.0,0.0,99.99999
cat__category_id_MLA66263,0.0,0.0,99.99999
cat__category_id_MLA66262,0.0,0.0,99.99999
cat__category_id_MLA66260,0.0,0.0,99.99999
cat__category_id_MLA66258,0.0,0.0,99.99999
cat__category_id_MLA66256,0.0,0.0,99.99999
cat__category_id_MLA66255,0.0,0.0,99.99999
cat__category_id_MLA66253,0.0,0.0,99.99999
cat__category_id_MLA66251,0.0,0.0,99.99999
cat__category_id_MLA6625,0.0,0.0,99.99999
cat__category_id_MLA66247,0.0,0.0,99.99999
cat__category_id_MLA66296,0.0,0.0,99.99999
cat__category_id_MLA66294,0.0,0.0,99.99999
cat__category_id_MLA66292,0.0,0.0,99.99999
cat__category_id_MLA66291,0.0,0.0,99.99999
cat__category_id_MLA66290,0.0,0.0,99.99999
cat__category_id_MLA6629,0.0,0.0,99.99999
cat__category_id_MLA66288,0.0,0.0,99.99999
cat__category_id_MLA66286,0.0,0.0,99.99999
cat__category_id_MLA66283,0.0,0.0,99.99999
cat__category_id_MLA66282,0.0,0.0,99.99999
cat__category_id_MLA66281,0.0,0.0,99.99999
cat__category_id_MLA66280,0.0,0.0,99.99999
cat__category_id_MLA6628,0.0,0.0,99.99999
cat__category_id_MLA66277,0.0,0.0,99.99999
cat__category_id_MLA66275,0.0,0.0,99.99999
cat__category_id_MLA66272,0.0,0.0,99.99999
cat__category_id_MLA66321,0.0,0.0,99.99999
cat__category_id_MLA66320,0.0,0.0,99.99999
cat__category_id_MLA6632,0.0,0.0,99.99999
cat__category_id_MLA66319,0.0,0.0,99.99999
cat__category_id_MLA66318,0.0,0.0,99.99999
cat__category_id_MLA66316,0.0,0.0,99.99999
cat__category_id_MLA66315,0.0,0.0,99.99999
cat__category_id_MLA66314,0.0,0.0,99.99999
cat__category_id_MLA6631,0.0,0.0,99.99999
cat__category_id_MLA66309,0.0,0.0,99.99999
cat__category_id_MLA66306,0.0,0.0,99.99999
cat__category_id_MLA66305,0.0,0.0,99.99999
cat__category_id_MLA66301,0.0,0.0,99.99999
cat__category_id_MLA66300,0.0,0.0,99.99999
cat__category_id_MLA6630,0.0,0.0,99.99999
cat__category_id_MLA66297,0.0,0.0,99.99999
cat__category_id_MLA66565,0.0,0.0,99.99999
cat__category_id_MLA66564,0.0,0.0,99.99999
cat__category_id_MLA66563,0.0,0.0,99.99999
cat__category_id_MLA66561,0.0,0.0,99.99999
cat__category_id_MLA66560,0.0,0.0,99.99999
cat__category_id_MLA6656,0.0,0.0,99.99999
cat__category_id_MLA6653,0.0,0.0,99.99999
cat__category_id_MLA6646,0.0,0.0,99.99999
cat__category_id_MLA6635,0.0,0.0,99.99999
cat__category_id_MLA66334,0.0,0.0,99.99999
cat__category_id_MLA66333,0.0,0.0,99.99999
cat__category_id_MLA66332,0.0,0.0,99.99999
cat__category_id_MLA66327,0.0,0.0,99.99999
cat__category_id_MLA66324,0.0,0.0,99.99999
cat__category_id_MLA66323,0.0,0.0,99.99999
cat__category_id_MLA66322,0.0,0.0,99.99999
cat__category_id_MLA66724,0.0,0.0,99.99999
cat__category_id_MLA66694,0.0,0.0,99.99999
cat__category_id_MLA66692,0.0,0.0,99.99999
cat__category_id_MLA66687,0.0,0.0,99.99999
cat__category_id_MLA66682,0.0,0.0,99.99999
cat__category_id_MLA66679,0.0,0.0,99.99999
cat__category_id_MLA66673,0.0,0.0,99.99999
cat__category_id_MLA66636,0.0,0.0,99.99999
cat__category_id_MLA66631,0.0,0.0,99.99999
cat__category_id_MLA66627,0.0,0.0,99.99999
cat__category_id_MLA6662,0.0,0.0,99.99999
cat__category_id_MLA66614,0.0,0.0,99.99999
cat__category_id_MLA66603,0.0,0.0,99.99999
cat__category_id_MLA6659,0.0,0.0,99.99999
cat__category_id_MLA66577,0.0,0.0,99.99999
cat__category_id_MLA66573,0.0,0.0,99.99999
cat__category_id_MLA6738,0.0,0.0,99.99999
cat__category_id_MLA6734,0.0,0.0,99.99999
cat__category_id_MLA6721,0.0,0.0,99.99999
cat__category_id_MLA6719,0.0,0.0,99.99999
cat__category_id_MLA67107,0.0,0.0,99.99999
cat__category_id_MLA67097,0.0,0.0,99.99999
cat__category_id_MLA6701,0.0,0.0,99.99999
cat__category_id_MLA66807,0.0,0.0,99.99999
cat__category_id_MLA66780,0.0,0.0,99.99999
cat__category_id_MLA66776,0.0,0.0,99.99999
cat__category_id_MLA66757,0.0,0.0,99.99999
cat__category_id_MLA66740,0.0,0.0,99.99999
cat__category_id_MLA66729,0.0,0.0,99.99999
cat__category_id_MLA66728,0.0,0.0,99.99999
cat__category_id_MLA66726,0.0,0.0,99.99999
cat__category_id_MLA66725,0.0,0.0,99.99999
cat__category_id_MLA67465,0.0,0.0,99.99999
cat__category_id_MLA67464,0.0,0.0,99.99999
cat__category_id_MLA67463,0.0,0.0,99.99999
cat__category_id_MLA67462,0.0,0.0,99.99999
cat__category_id_MLA67461,0.0,0.0,99.99999
cat__category_id_MLA67460,0.0,0.0,99.99999
cat__category_id_MLA67459,0.0,0.0,99.99999
cat__category_id_MLA67458,0.0,0.0,99.99999
cat__category_id_MLA67456,0.0,0.0,99.99999
cat__category_id_MLA67454,0.0,0.0,99.99999
cat__category_id_MLA67453,0.0,0.0,99.99999
cat__category_id_MLA67452,0.0,0.0,99.99999
cat__category_id_MLA67451,0.0,0.0,99.99999
cat__category_id_MLA67450,0.0,0.0,99.99999
cat__category_id_MLA6742,0.0,0.0,99.99999
cat__category_id_MLA6740,0.0,0.0,99.99999
cat__category_id_MLA67554,0.0,0.0,99.99999
cat__category_id_MLA67553,0.0,0.0,99.99999
cat__category_id_MLA67552,0.0,0.0,99.99999
cat__category_id_MLA67551,0.0,0.0,99.99999
cat__category_id_MLA67550,0.0,0.0,99.99999
cat__category_id_MLA67547,0.0,0.0,99.99999
cat__category_id_MLA67543,0.0,0.0,99.99999
cat__category_id_MLA67542,0.0,0.0,99.99999
cat__category_id_MLA67541,0.0,0.0,99.99999
cat__category_id_MLA67540,0.0,0.0,99.99999
cat__category_id_MLA67538,0.0,0.0,99.99999
cat__category_id_MLA67536,0.0,0.0,99.99999
cat__category_id_MLA6753,0.0,0.0,99.99999
cat__category_id_MLA6752,0.0,0.0,99.99999
cat__category_id_MLA6749,0.0,0.0,99.99999
cat__category_id_MLA6748,0.0,0.0,99.99999
cat__category_id_MLA67578,0.0,0.0,99.99999
cat__category_id_MLA67574,0.0,0.0,99.99999
cat__category_id_MLA67573,0.0,0.0,99.99999
cat__category_id_MLA67572,0.0,0.0,99.99999
cat__category_id_MLA67571,0.0,0.0,99.99999
